"MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_TYPE","RCS_SIZE","COUNTRY_CODE","LAUNCH_DATE"
14.43023476,0.0051806,83.0115,238.7826,315.366,220.6597,7126.663,99.79,785.449,711.608,"DEBRIS","SMALL","CIS",1981
14.92953948,0.0018403,99.0148,51.0374,339.9701,20.079,6966.868,96.453,601.554,575.912,"DEBRIS","SMALL","PRC",1999
14.05304728,0.0066244,99.1142,359.2286,20.5887,339.7927,7253.621,102.469,923.536,827.435,"DEBRIS","SMALL","PRC",1999
14.04009561,0.0127057,98.653,22.8804,181.78,178.2932,7258.081,102.563,972.165,787.727,"DEBRIS","SMALL","PRC",1999
14.32832167,0.0027916,74.0234,185.6651,275.8637,83.9332,7160.417,100.5,802.271,762.293,"DEBRIS","SMALL","CIS",1993
14.34892508,0.0002467,98.5423,329.0656,62.7326,297.411,7153.561,100.356,777.19,773.661,"DEBRIS","SMALL","PRC",2019
13.36255037,0.0503681,73.9345,358.7362,310.787,45.0538,7501.399,107.764,1501.095,745.433,"DEBRIS","SMALL","CIS",1993
14.5508623,0.0030638,74.0656,39.9852,63.0471,297.3816,7087.222,98.963,730.801,687.373,"DEBRIS","SMALL","CIS",1993
14.30600874,0.0037499,81.211,203.2225,339.8236,20.1461,7167.86,100.657,816.604,762.846,"DEBRIS","SMALL","CIS",1980
14.91584518,0.001418,97.9842,246.792,75.1141,285.1647,6971.131,96.542,602.881,583.111,"PAYLOAD","SMALL","ISRA",2014
13.54927414,0.0295737,98.7695,115.5803,346.4066,12.9233,7432.322,106.279,1273.988,834.385,"DEBRIS","SMALL","PRC",1999
15.7186738,0.0007441,51.6365,351.7413,44.8452,315.3146,6731.697,91.611,358.571,348.553,"TBA","SMALL","TBD",1998
14.35876625,0.0061371,99.5275,137.9454,331.0153,153.1005,7150.292,100.287,816.039,728.275,"DEBRIS","SMALL","PRC",1999
14.10298921,0.0056098,98.867,280.8091,176.9331,183.2195,7236.486,102.106,898.946,817.756,"DEBRIS","SMALL","US",1995
13.17243427,0.0134155,100.4921,45.6048,146.3888,214.5824,7573.404,109.319,1296.87,1093.668,"DEBRIS","SMALL","PRC",2013
14.89812434,0.001028,97.929,65.6025,282.2206,77.7859,6976.658,96.656,605.695,591.351,"DEBRIS","SMALL","JPN",2018
14.27453128,0.0056174,98.9721,79.2706,349.6412,10.3606,7178.394,100.879,840.583,759.935,"DEBRIS","SMALL","US",2000
14.17838898,0.0017467,98.8331,34.6326,67.1383,293.1634,7210.808,101.563,845.268,820.078,"DEBRIS","SMALL","US",2000
12.42162041,0.0010402,101.8549,275.9294,311.5498,112.4441,7875.588,115.927,1505.645,1489.261,"DEBRIS","SMALL","US",1976
15.00028859,0.0016751,73.9916,144.4514,172.6671,187.4764,6944.944,95.998,578.443,555.176,"DEBRIS","SMALL","CIS",1993
14.82259711,0.000116,97.9412,353.9544,30.7956,329.3324,7000.337,97.149,623.014,621.39,"DEBRIS","SMALL","CIS",1994
15.28717659,0.0020008,97.1633,343.8746,240.9884,118.9352,6857.782,94.197,493.368,465.926,"PAYLOAD","SMALL","JPN",2019
13.53474836,0.00749,100.4981,256.7487,314.9839,103.8202,7437.638,106.393,1115.211,1003.795,"DEBRIS","SMALL","US",1966
14.0997931,0.0103779,98.4945,354.0411,136.7445,224.1935,7237.58,102.129,934.555,784.334,"DEBRIS","SMALL","PRC",1999
13.7582078,0.00084,100.1218,79.0347,208.1927,151.8767,7356.884,104.665,984.929,972.57,"DEBRIS","SMALL","US",1970
14.21513819,0.00979,98.5652,322.8755,179.7528,180.3715,7198.375,101.3,890.712,749.768,"DEBRIS","SMALL","PRC",1999
15.22500803,0.0013447,97.4461,17.5612,146.7889,213.5089,6876.437,94.581,507.549,489.056,"TBA","SMALL","TBD",2021
14.44478832,0.0064018,98.6345,352.9165,348.4298,11.5418,7121.876,99.69,789.333,698.148,"DEBRIS","SMALL","US",1995
13.96548325,0.013637,98.4335,238.6579,184.9242,241.656,7283.909,103.111,1005.105,806.444,"DEBRIS","SMALL","PRC",1999
14.1018911,0.0037042,99.5647,301.556,62.2966,112.7592,7236.862,102.114,885.533,831.92,"DEBRIS","SMALL","PRC",1999
15.48454179,0.0012635,93.0309,4.1746,173.9398,186.2016,6799.385,92.996,429.841,412.659,"PAYLOAD","SMALL","US",2018
14.24405499,0.0030038,98.8533,294.9641,21.0173,339.2233,7188.629,101.095,832.087,788.901,"DEBRIS","SMALL","US",1978
15.35760494,0.0005408,51.6397,203.3682,302.5991,57.447,6836.8,93.765,462.362,454.967,"PAYLOAD","SMALL","US",2018
14.18780891,0.0120298,98.8672,345.3146,54.0311,307.195,7207.616,101.496,916.187,742.774,"DEBRIS","SMALL","PRC",1999
14.31361775,0.0128137,86.3246,351.3638,57.8942,303.4614,7165.32,100.603,878.999,695.37,"DEBRIS","SMALL","US",1997
14.75875487,0.0076605,86.4609,341.9537,91.0918,269.9079,7020.511,97.569,696.156,588.595,"DEBRIS","SMALL","US",1997
14.33729474,0.0010716,98.3571,322.5514,281.9359,139.981,7157.429,100.437,786.964,771.624,"DEBRIS","SMALL","US",1991
14.14807251,0.0068508,98.9065,22.7128,59.6731,313.531,7221.105,101.781,892.44,793.5,"DEBRIS","SMALL","PRC",1999
14.21221795,0.0010563,81.2101,13.8609,134.0743,226.1305,7199.361,101.321,828.83,813.621,"DEBRIS","SMALL","CIS",1979
15.03101324,0.0171139,98.6712,134.2651,243.9768,114.3745,6935.477,95.802,676.035,438.649,"DEBRIS","SMALL","PRC",1999
14.54989503,0.0017885,86.409,320.4775,141.8538,218.3939,7087.536,98.97,722.077,696.725,"DEBRIS","SMALL","US",1997
13.9447455,0.0141508,70.9884,199.0904,48.2628,126.1274,7291.129,103.265,1016.169,809.819,"DEBRIS","SMALL","CIS",1993
14.14706334,0.0014819,82.5233,11.4631,122.3013,237.9602,7221.448,101.788,854.015,832.612,"DEBRIS","SMALL","CIS",1988
15.50764481,0.0004448,51.6442,25.6538,190.7923,230.9048,6792.63,92.857,417.516,411.473,"PAYLOAD","SMALL","AUS",1998
14.61611043,0.0107369,98.6836,269.7534,346.112,13.7131,7066.114,98.521,763.847,612.111,"DEBRIS","SMALL","PRC",2007
14.08956508,0.0083227,99.0285,0.3247,332.3822,90.5277,7241.082,102.203,923.212,802.681,"DEBRIS","SMALL","PRC",1999
13.98831385,0.007793,98.909,353.609,153.0943,21.5648,7275.982,102.943,954.548,841.145,"DEBRIS","SMALL","PRC",1999
15.28842798,0.0006008,97.3126,10.6646,337.3521,22.7454,6857.407,94.189,483.392,475.152,"PAYLOAD","SMALL","US",2017
14.63289551,0.0026323,98.5096,74.0799,193.6372,166.4121,7060.709,98.408,701.16,663.988,"DEBRIS","SMALL","US",2009
15.40641578,0.0003132,51.6398,111.2504,13.5361,158.4792,6822.352,93.468,446.353,442.08,"TBA","SMALL","TBD",2018
15.30195165,0.0014194,97.2971,44.6479,53.4849,306.7697,6853.367,94.106,484.959,465.504,"DEBRIS","SMALL","PRC",2018
14.12097752,0.0043232,98.639,320.2849,112.5895,247.986,7230.339,101.976,883.462,820.946,"DEBRIS","SMALL","PRC",1999
14.0856116,0.0150016,74.0671,210.8229,262.3593,163.5148,7242.437,102.232,972.95,755.653,"DEBRIS","SMALL","CIS",1993
14.81357643,0.0059824,99.0415,108.3996,164.473,195.8332,7003.179,97.208,666.94,583.148,"DEBRIS","SMALL","PRC",1999
14.18453305,0.0039059,98.7299,14.6493,106.2081,254.3398,7208.725,101.519,858.747,802.434,"DEBRIS","SMALL","US",2000
13.97655462,0.0090077,98.7905,320.19,38.1816,84.6918,7280.062,103.03,967.504,836.351,"DEBRIS","SMALL","PRC",1999
14.64915201,0.0059207,73.9851,229.6045,25.5463,334.8609,7055.485,98.299,719.123,635.576,"DEBRIS","SMALL","CIS",1993
14.2240011,0.0045124,98.726,249.3742,272.0333,87.5678,7195.384,101.237,849.718,784.781,"DEBRIS","SMALL","US",2002
14.49787034,0.0013456,74.0359,38.9636,122.1965,250.9826,7104.481,99.325,735.906,716.786,"DEBRIS","SMALL","CIS",1993
14.18705918,0.0023797,98.7203,17.5013,59.1948,301.1565,7207.87,101.501,846.887,812.582,"DEBRIS","SMALL","US",2000
14.48526914,0.0010226,86.4056,328.391,225.2744,134.7628,7108.601,99.411,737.735,723.197,"DEBRIS","SMALL","US",1997
14.52102748,0.0019486,98.3675,275.2339,233.2001,190.9862,7096.926,99.167,732.62,704.962,"DEBRIS","SMALL","ESA",1991
12.85290675,0.0221622,73.7951,24.1474,294.2633,244.3312,7698.408,112.037,1490.887,1149.66,"DEBRIS","SMALL","CIS",1987
14.60762542,0.0113759,99.5122,327.2833,182.8149,177.2421,7068.85,98.579,771.129,610.3,"DEBRIS","SMALL","PRC",1999
14.46925262,0.0077881,98.6438,309.1411,193.8849,166.0201,7113.846,99.521,791.114,680.307,"DEBRIS","SMALL","PRC",1999
14.27191324,0.0339808,81.7618,108.8758,261.2755,94.9806,7179.271,100.897,1045.094,557.179,"DEBRIS","SMALL","US",1994
14.32515038,0.010797,98.8313,276.4724,290.0876,186.6846,7161.473,100.523,860.661,706.016,"DEBRIS","SMALL","PRC",1999
14.73420434,0.021085,98.8175,75.8556,94.8303,267.7012,7028.307,97.732,798.364,501.98,"DEBRIS","SMALL","PRC",1999
14.23174502,0.0025356,82.9038,323.2169,50.121,310.2197,7192.774,101.182,832.877,796.401,"DEBRIS","SMALL","CIS",1981
13.81489785,0.0272814,98.1195,291.2617,171.727,188.8524,7336.744,104.235,1158.766,758.453,"DEBRIS","SMALL","PRC",1999
13.91295417,0.005962,65.0488,325.2837,239.2821,120.2362,7302.232,103.501,967.633,880.561,"DEBRIS","SMALL","CIS",1984
14.09147181,0.0013265,98.7179,358.5868,294.0614,65.9168,7240.429,102.189,871.898,852.689,"DEBRIS","SMALL","US",2000
14.05298639,0.0041811,98.8853,338.9295,293.5394,66.1384,7253.642,102.469,905.835,845.178,"DEBRIS","SMALL","PRC",1999
14.14518837,0.0014172,98.8478,29.0509,166.801,193.3536,7222.086,101.801,854.187,833.716,"DEBRIS","SMALL","US",2000
14.10694618,0.0036008,70.8785,130.5903,284.8263,74.8869,7235.133,102.077,883.05,830.945,"DEBRIS","SMALL","CIS",1992
14.47055592,0.0101101,98.8645,211.5237,185.6152,174.3914,7113.419,99.512,807.201,663.366,"DEBRIS","SMALL","PRC",1999
14.67915944,0.003104,99.7546,57.0849,159.959,200.2836,7045.866,98.098,689.601,645.861,"DEBRIS","SMALL","PRC",1999
14.11360249,0.0040617,90.2135,0.9161,152.1855,208.1515,7232.858,102.029,884.1,825.345,"DEBRIS","SMALL","US",1967
14.31210482,0.0134018,98.7008,286.1843,2.8774,113.0069,7165.825,100.614,883.724,691.655,"DEBRIS","SMALL","PRC",2011
14.27005816,0.0056505,99.0755,135.5196,335.1649,37.2146,7179.894,100.911,842.329,761.189,"DEBRIS","SMALL","PRC",1999
13.95964976,0.0212268,73.9283,303.6529,183.1233,176.859,7285.938,103.154,1062.461,753.146,"DEBRIS","SMALL","CIS",1993
14.28621785,0.0014188,98.6546,250.1419,101.6218,258.6557,7174.478,100.796,806.522,786.164,"DEBRIS","SMALL","US",2002
14.13752347,0.0102226,98.8412,341.4672,51.5778,71.0772,7224.697,101.857,920.417,772.706,"DEBRIS","SMALL","PRC",1999
14.50834269,0.0029493,74.0143,323.6072,169.5569,5.4803,7101.062,99.253,743.87,701.984,"DEBRIS","SMALL","CIS",1993
15.30276966,0.0006619,98.1881,73.8545,325.5616,34.5192,6853.122,94.101,479.523,470.451,"DEBRIS","SMALL","CHBZ",1999
14.56653449,0.0006621,98.5856,150.8249,49.0287,311.1482,7082.137,98.857,708.691,699.313,"PAYLOAD","SMALL","GER",2009
14.33923043,0.0027036,98.6965,340.2201,99.7881,260.6358,7156.785,100.424,797.999,759.301,"DEBRIS","SMALL","US",1995
14.88416304,0.0015789,74.0237,74.5876,200.6172,172.0518,6981.02,96.747,613.908,591.863,"DEBRIS","SMALL","CIS",1993
15.53392416,0.0006572,96.8291,152.1919,283.7631,76.2892,6784.967,92.7,411.291,402.373,"PAYLOAD","SMALL","US",2017
13.96198474,0.0127453,102.1391,192.7479,134.7492,226.4115,7285.126,103.137,999.842,814.14,"DEBRIS","SMALL","PRC",1999
13.33622869,0.0401103,99.0315,106.6736,166.3441,208.4381,7511.266,107.977,1434.41,831.852,"DEBRIS","SMALL","PRC",1999
14.12161962,0.0026671,98.9001,300.8894,122.6924,237.6825,7230.12,101.971,871.268,832.701,"DEBRIS","SMALL","US",1995
14.29859179,0.0082051,98.972,104.3102,101.1062,259.9359,7170.339,100.709,851.037,733.37,"DEBRIS","SMALL","PRC",1999
14.53334021,0.0017564,86.3584,287.7058,17.1282,157.3779,7092.917,99.083,727.24,702.324,"DEBRIS","SMALL","US",1997
14.63205919,0.0040115,86.3803,315.1759,209.3745,150.5213,7060.978,98.414,711.168,654.518,"DEBRIS","SMALL","US",1997
14.17821084,0.0007739,98.6231,294.0961,233.7925,139.3368,7210.868,101.564,838.314,827.153,"DEBRIS","SMALL","PRC",1990
13.9453805,0.0025229,82.5538,196.0857,320.6495,216.7066,7290.908,103.26,931.167,894.378,"DEBRIS","SMALL","CIS",1988
13.93425313,0.0291381,99.0609,336.8028,302.7311,54.6067,7294.789,103.342,1129.21,704.097,"DEBRIS","SMALL","PRC",1999
14.16650971,0.0043089,98.7454,8.9502,104.8445,20.278,7214.838,101.648,867.791,805.615,"DEBRIS","SMALL","PRC",1999
14.07802624,0.0035973,98.9377,342.1096,211.2431,270.9856,7245.038,102.287,892.965,840.84,"DEBRIS","SMALL","PRC",1999
14.35930472,0.0240201,74.9694,128.8959,155.1337,206.1629,7150.113,100.283,943.724,600.231,"DEBRIS","SMALL","PRC",2016
14.18191121,0.0056236,98.9846,68.0607,49.0575,311.5448,7209.614,101.538,872.023,790.935,"DEBRIS","SMALL","PRC",1999
13.83965541,0.040838,98.1687,311.4697,3.5737,356.8187,7327.992,104.049,1249.118,650.597,"DEBRIS","SMALL","PRC",1999
4.05405612,0.5845814,64.4127,162.8862,22.2856,355.2797,16614.043,355.2,19948.169,523.648,"DEBRIS","SMALL","CIS",2010
14.31534073,0.0020997,65.0101,74.9863,265.4343,94.4343,7164.745,100.591,801.653,771.566,"DEBRIS","SMALL","CIS",1987
15.32311644,0.0005366,97.3151,12.9233,326.1623,33.9275,6847.054,93.976,472.593,465.245,"PAYLOAD","SMALL","US",2017
15.13118752,0.0001794,97.4781,15.8782,192.9517,167.1669,6904.833,95.168,527.937,525.459,"PAYLOAD","SMALL","US",2020
14.37968472,0.00216,86.3179,296.8183,83.0011,277.3643,7143.356,100.141,780.65,749.791,"DEBRIS","SMALL","US",1997
14.44891053,0.0016863,74.0394,69.0244,165.4112,194.7536,7120.521,99.661,754.393,730.379,"DEBRIS","SMALL","CIS",1993
14.22102381,0.0095778,71.158,88.9565,52.5117,308.4671,7196.388,101.259,887.179,749.328,"DEBRIS","SMALL","CIS",1992
14.0593705,0.0046045,98.7984,349.3221,18.6241,341.66,7251.446,102.423,906.7,839.921,"DEBRIS","SMALL","US",2000
14.33396058,0.0131685,98.6926,55.3248,61.5883,58.5179,7158.539,100.461,874.671,686.136,"DEBRIS","SMALL","PRC",1999
13.55362476,0.0027681,100.1447,313.5709,0.452,359.6636,7430.731,106.245,1073.165,1032.027,"DEBRIS","SMALL","US",1970
14.26878308,0.0048239,81.255,233.5429,49.8025,310.7362,7180.321,100.92,836.824,767.549,"DEBRIS","SMALL","CIS",1981
10.30704746,0.2210264,51.4573,153.1456,16.9857,349.4276,8918.921,139.71,4512.103,569.469,"DEBRIS","SMALL","CIS",2011
13.88461836,0.015739,102.0701,70.8797,190.421,169.3661,7312.163,103.712,1049.114,818.942,"DEBRIS","SMALL","PRC",1999
13.1639839,0.0244267,105.7864,8.2302,342.9156,16.3819,7576.645,109.389,1383.583,1013.438,"DEBRIS","SMALL","US",1968
14.86833058,0.0002708,98.2397,6.7766,311.2035,48.8946,6985.975,96.85,609.732,605.948,"DEBRIS","SMALL","CHBZ",1999
14.40194805,0.0018031,86.3464,310.3765,32.2603,327.9695,7135.992,99.986,770.724,744.99,"DEBRIS","SMALL","US",1997
14.55610115,0.013989,74.1207,94.8258,78.6604,283.0239,7085.521,98.928,806.505,608.267,"DEBRIS","SMALL","CIS",1993
12.99876072,0.0028038,90.267,330.3139,11.9232,348.2548,7640.713,110.78,1284.001,1241.155,"DEBRIS","SMALL","US",1965
13.92888185,0.0028424,82.528,192.8966,75.3075,350.2666,7296.664,103.382,939.269,897.789,"DEBRIS","SMALL","CIS",1988
14.23488927,0.0164773,95.9203,336.2885,9.4636,113.2362,7191.715,101.16,932.08,695.08,"DEBRIS","SMALL","PRC",1999
14.25163554,0.0043824,98.9116,64.1699,343.3571,16.6166,7186.08,101.041,839.437,776.453,"DEBRIS","SMALL","US",2000
14.28102397,0.0060864,99.0066,91.4742,8.061,352.1534,7176.218,100.833,841.76,754.405,"DEBRIS","SMALL","US",2000
14.03683738,0.0047693,82.9253,130.8482,312.1812,47.5315,7259.204,102.587,915.69,846.448,"DEBRIS","SMALL","CIS",1981
14.29894615,0.0091675,71.2776,47.2862,41.9958,318.8155,7170.22,100.707,857.818,726.352,"DEBRIS","SMALL","CIS",1992
14.19919524,0.0220205,98.5999,11.5963,59.9606,64.4637,7203.762,101.414,984.257,666.997,"DEBRIS","SMALL","PRC",1999
14.41992733,0.0124763,98.802,196.6232,159.0306,215.6469,7130.059,99.862,840.881,662.967,"DEBRIS","SMALL","PRC",1999
14.24864575,0.0031575,98.7165,326.4476,227.1528,132.6998,7187.085,101.062,831.643,786.257,"DEBRIS","SMALL","US",1995
14.37298552,0.0107863,98.9964,123.3502,29.9682,1.3986,7145.575,100.188,844.514,690.366,"DEBRIS","SMALL","PRC",1999
13.21356302,0.0091553,82.5576,250.0978,225.4305,133.9322,7557.681,108.979,1248.739,1110.353,"DEBRIS","SMALL","CIS",1991
14.4237065,0.0022036,74.0229,116.3638,160.6169,199.5831,7128.814,99.836,766.388,734.97,"DEBRIS","SMALL","CIS",1993
13.3023257,0.0193214,90.3357,325.773,27.5529,333.5693,7524.023,108.252,1291.263,1000.513,"DEBRIS","SMALL","US",1988
13.27512127,0.0408548,98.8306,313.5222,210.0965,162.0976,7534.299,108.474,1463.976,848.352,"DEBRIS","SMALL","PRC",1999
14.52065803,0.015406,98.6172,46.1936,177.815,182.3751,7097.046,99.169,828.248,609.574,"DEBRIS","SMALL","PRC",1999
15.23953766,0.00109,97.4424,18.1198,149.8879,210.2987,6872.066,94.491,501.421,486.44,"PAYLOAD","SMALL","US",2021
14.2831599,0.011654,86.3753,30.0851,131.2629,242.6747,7175.502,100.818,880.991,713.744,"DEBRIS","SMALL","US",1997
13.83647314,0.0068085,82.8877,324.8206,223.0107,136.5721,7329.116,104.073,1000.881,901.08,"DEBRIS","SMALL","CIS",1981
14.45740183,0.0044134,74.0107,137.0792,194.5306,165.4586,7117.733,99.603,771.011,708.184,"DEBRIS","SMALL","CIS",1993
15.2954145,0.0019886,97.2168,196.129,158.9317,201.2748,6855.319,94.146,490.817,463.552,"PAYLOAD","SMALL","US",2018
14.69461071,0.0037856,74.0144,167.414,310.263,49.5232,7040.926,97.995,689.445,636.137,"DEBRIS","SMALL","CIS",1993
14.36242665,0.0026998,98.8715,56.2075,204.5068,155.4835,7149.077,100.262,790.243,751.641,"DEBRIS","SMALL","PRC",1999
14.41170991,0.0023317,74.0146,79.8541,226.6333,308.5345,7132.769,99.919,771.266,738.003,"DEBRIS","SMALL","CIS",1993
14.15257267,0.0037582,99.0681,300.6631,80.4438,335.6128,7219.574,101.748,868.572,814.307,"DEBRIS","SMALL","PRC",1999
14.13465351,0.0050073,99.24,168.6187,211.1521,148.668,7225.675,101.877,883.721,811.358,"DEBRIS","SMALL","PRC",1999
14.31565835,0.0054855,98.8222,62.0164,281.973,77.5307,7164.639,100.589,825.805,747.202,"DEBRIS","SMALL","US",2000
14.14931518,0.00399,98.9273,344.9621,32.6327,28.3623,7220.682,101.772,871.358,813.737,"DEBRIS","SMALL","PRC",1999
14.12075485,0.0321468,98.555,69.195,137.0004,225.6779,7230.415,101.978,1084.715,619.845,"DEBRIS","SMALL","PRC",1999
13.59893747,0.0435826,99.0696,352.5454,182.4003,177.505,7414.215,105.891,1359.211,712.949,"DEBRIS","SMALL","PRC",1999
13.42853361,0.0220054,99.7544,136.427,253.7005,284.2515,7476.806,107.234,1263.201,934.141,"DEBRIS","SMALL","US",1975
15.29707303,0.0019626,97.2171,196.5031,158.4762,201.7309,6854.824,94.136,490.142,463.235,"PAYLOAD","SMALL","US",2018
14.09204386,0.0073603,98.841,334.037,170.3602,189.9,7240.233,102.185,915.388,808.807,"DEBRIS","SMALL","PRC",1999
14.70361212,0.0019403,86.3667,279.7566,343.8755,16.1841,7038.052,97.935,673.573,646.261,"DEBRIS","SMALL","US",1997
14.00367305,0.0076,98.8889,329.939,359.7683,0.3434,7270.661,102.83,947.783,837.268,"DEBRIS","SMALL","PRC",1999
14.04175357,0.0137728,98.4225,268.3865,152.9525,207.8908,7257.509,102.551,979.331,779.418,"DEBRIS","SMALL","PRC",1999
5.24006179,0.5040032,52.1752,90.5647,348.5549,12.048,14001.597,274.806,14680.311,566.612,"DEBRIS","SMALL","CIS",2006
14.40813021,0.0042746,73.9813,143.7156,261.7373,97.8934,7133.95,99.944,786.31,725.321,"DEBRIS","SMALL","CIS",1993
13.84461444,0.0138154,99.6133,308.4748,166.9759,207.1401,7326.242,104.012,1049.322,846.892,"DEBRIS","SMALL","PRC",1999
15.13059638,0.0001542,97.4789,16.4578,194.3043,165.8145,6905.013,95.171,527.942,525.813,"PAYLOAD","SMALL","US",2020
14.13253773,0.0027541,98.8928,297.241,111.7915,248.6191,7226.396,101.893,868.163,828.358,"DEBRIS","SMALL","US",1995
15.30092945,0.0014995,97.8677,73.1785,267.5795,92.3728,6853.672,94.112,485.814,465.26,"DEBRIS","SMALL","JPN",2018
13.7920742,0.0381849,98.6611,214.9778,127.3514,352.3657,7344.836,104.408,1247.163,686.239,"DEBRIS","SMALL","PRC",1999
14.70353836,0.0056788,74.0671,143.6036,253.3955,106.0976,7038.076,97.936,699.909,619.973,"DEBRIS","SMALL","CIS",1993
14.45577472,0.0017966,86.3605,303.5679,347.7569,12.3194,7118.267,99.614,752.92,727.343,"DEBRIS","SMALL","US",1997
14.66156892,0.0017025,74.0127,281.2312,257.6603,224.5703,7051.501,98.216,685.371,661.36,"DEBRIS","SMALL","CIS",1993
12.9939662,0.0105763,82.5651,267.7789,205.756,153.8265,7642.592,110.821,1345.288,1183.627,"DEBRIS","SMALL","CIS",1991
11.72161477,0.1508648,88.4046,303.5468,0.6283,39.3723,8186.097,122.85,3042.956,572.968,"DEBRIS","SMALL","CA",1969
12.40936259,0.0028287,73.6229,285.8037,324.1926,102.7653,7880.774,116.041,1524.931,1480.346,"DEBRIS","SMALL","CIS",1985
14.11010416,0.0090682,99.0673,348.7507,209.345,228.792,7234.053,102.055,921.518,790.318,"DEBRIS","SMALL","PRC",1999
14.71579607,0.0066475,99.0789,87.8421,322.6107,91.0852,7034.167,97.854,702.792,609.272,"DEBRIS","SMALL","PRC",1999
14.34303442,0.0004445,98.8518,42.2262,126.1194,234.0402,7155.519,100.397,780.565,774.204,"DEBRIS","SMALL","PRC",1999
14.43272298,0.0004416,86.3227,285.2847,42.3979,317.7562,7125.844,99.773,750.856,744.562,"DEBRIS","SMALL","US",1997
14.98040897,0.0012001,97.6831,211.5808,8.4749,351.6674,6951.087,96.126,581.294,564.61,"PAYLOAD","SMALL","US",2018
13.72420376,0.0048085,100.2572,311.125,139.238,339.3253,7369.031,104.924,1026.33,955.462,"DEBRIS","SMALL","US",1966
13.88616622,0.0017321,82.5459,153.4188,348.0741,24.3639,7311.62,103.7,946.149,920.82,"DEBRIS","SMALL","CIS",1987
14.42221712,0.0051068,74.0139,165.8536,219.7343,140.0069,7129.304,99.846,787.577,714.761,"DEBRIS","SMALL","CIS",1993
14.31563142,0.0019141,98.7274,340.0364,107.1287,253.1994,7164.648,100.589,800.226,772.799,"DEBRIS","SMALL","US",1995
13.76260813,0.0167191,99.0201,83.9012,222.761,136.0433,7355.316,104.631,1100.155,854.207,"DEBRIS","SMALL","PRC",1999
14.59668868,0.0023437,74.0236,271.3729,54.744,305.5914,7072.38,98.653,710.821,677.67,"DEBRIS","SMALL","CIS",1993
14.32814856,0.0212124,98.9811,235.1463,136.6982,346.8249,7160.474,100.501,934.23,630.448,"DEBRIS","SMALL","PRC",1999
15.25667528,0.0010861,97.3959,16.8905,91.1378,269.1104,6866.919,94.385,496.242,481.326,"PAYLOAD","SMALL","US",2018
14.43545272,0.0009114,74.0402,71.5084,211.2619,219.4348,7124.946,99.754,753.305,740.317,"DEBRIS","SMALL","CIS",1993
15.13514218,0.0006752,97.4749,3.3529,11.6204,348.5182,6903.63,95.143,530.156,520.834,"PAYLOAD","SMALL","US",2021
14.58767152,0.0066162,81.1334,117.0873,32.9457,327.5836,7075.295,98.713,743.971,650.348,"DEBRIS","SMALL","CIS",1983
14.00857326,0.0083754,98.1213,90.911,65.141,295.8437,7268.965,102.794,951.71,829.949,"DEBRIS","SMALL","PRC",1999
13.78037177,0.0572469,98.7392,237.6911,74.5235,291.8368,7348.994,104.496,1391.566,550.152,"DEBRIS","SMALL","PRC",1999
13.9913576,0.0082727,99.2493,339.1427,115.7632,7.7926,7274.926,102.921,956.975,836.608,"DEBRIS","SMALL","PRC",1999
14.05956942,0.0079602,98.8443,341.0862,245.1785,114.1089,7251.377,102.421,930.965,815.52,"DEBRIS","SMALL","PRC",1999
13.60112043,0.0269621,99.2334,16.7626,69.6863,293.3033,7413.422,105.874,1235.168,835.405,"DEBRIS","SMALL","PRC",1999
14.86158102,0.0047602,97.8665,23.0969,212.1731,147.6589,6988.09,96.894,643.22,576.69,"TBA","SMALL","TBD",2019
14.09852341,0.0023438,98.8662,9.7872,350.2705,9.8008,7238.014,102.138,876.844,842.915,"DEBRIS","SMALL","US",2000
14.26929159,0.0096209,99.0714,158.5663,359.0397,1.0583,7180.151,100.916,871.095,732.936,"DEBRIS","SMALL","PRC",1999
2.67017907,0.6784154,6.9801,166.0871,232.1116,21.0652,21946.988,539.29,30458.027,679.678,"DEBRIS","SMALL","FR",1991
14.36599642,0.0031659,74.0346,162.2872,238.3122,121.4943,7147.892,100.237,792.387,747.128,"DEBRIS","SMALL","CIS",1993
14.0849012,0.0065197,98.6747,322.5321,195.9001,289.7419,7242.68,102.237,911.765,817.325,"DEBRIS","SMALL","PRC",1999
14.14829222,0.002341,98.9863,48.1661,232.6875,127.2165,7221.03,101.779,859.8,825.991,"DEBRIS","SMALL","US",2000
5.26010962,0.5107683,51.652,17.2223,153.6762,245.3554,13965.998,273.759,14721.252,454.474,"DEBRIS","SMALL","CIS",2006
15.34260241,0.0005401,97.3135,13.4628,312.0043,48.0739,6841.256,93.856,466.816,459.426,"PAYLOAD","SMALL","US",2017
14.1251845,0.0237373,98.7088,339.926,315.9193,42.3269,7228.903,101.946,1022.363,679.174,"DEBRIS","SMALL","PRC",1999
14.05295253,0.0093104,99.1541,333.6912,309.4882,226.391,7253.653,102.47,943.053,807.984,"DEBRIS","SMALL","PRC",1999
14.04575831,0.0094973,98.7594,320.8619,313.7186,45.6144,7256.13,102.522,946.909,809.081,"DEBRIS","SMALL","PRC",1999
14.17640236,0.014459,70.9854,39.5464,315.0249,43.9235,7211.481,101.577,937.617,729.076,"DEBRIS","SMALL","CIS",1993
